class,tweet
True,bitch you gotta glo up one day.
True,bitch you guessin
True,bitch you knew I was on your trail &#8212; Mybad http://t.co/SMpitRCzSA
True,bitch you're white stfu with your shitty Spanish
True,bitches
True,"bitches ain&#8217;t shit, and they ain&#8217;t saying nothin&#8217;"
True,bitches aint shit but hoes an tricks
True,"bitches already twerkin on cinegram, this shit may jus be better than instagram"
True,bitches and subtweets lml
True,bitches and their door slamming habits ctfuu
True,bitches at rick's in justice tank tops tho
True,"bitches be brilliant..haha 
 http://t.co/MHaIphrPbn"
True,bitches be half naked in their avi's talking about I don't send nudes
True,bitches be hating &#128514;&#128557;
True,"bitches be like "" I'm a squirter"" but thinkin pissin is squirting? no bitch 2 different places"
True,bitches be like i'm mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur&#8230; http://t.co/ZdWd3l8M
True,bitches be peekin https://t.co/Tl352dmT1n
True,bitches been thotting so long when they get exposed to something decent they get overwhelmed
True,bitches come &amp; go ya know that
True,"bitches corny af you claim to be happy but cry everyday, ooh iight where they do that? hmmmm"
True,bitches don't knw what to let ride certain shit ain't work mentioning
True,bitches dumb
True,bitches http://t.co/NNg2e1Wmx9
True,bitches love Sosa so I guess I'll wear Sammy Sosa &#128527;&#128514;
True,bitches love beyonce
True,bitches love good morning posts
True,bitches please in napa fewer than 100 people were injured and literally 2 of those were reported as critical
True,bitches stay in they feelings &#128514;
True,bitches talk... hoes talk even more!!!
True,"bitches that dont eat meat are likely to develop mental illness
http://t.co/7J0Hm1lP97"
True,bitches tryna be down but I ain't for that relationship life right now.
True,bitches who never knew me now calling me WesGod &#128524;
True,bitches.
False,blue-sapphire-earrings 18k-yellow-gold-clip-on-diamond Alexandra Earrings in Emerald Crystal on Emma http://t.co/5j3lRXgrcn
True,boats 'n hoes &#191;
True,"bobby bitch, make that body flip, you know i don't know karate bitch"
False,"bound, gagged, shoved in a trash bin with two bullets in the back of the head. ""I suspect natural causes."" said the world's worst detective."
True,bout to beat this case like a pussy nigga &#128074;&#128074;&#128074;&#128074;&#128074;&#128074;&#128074;
True,"bout to get some twitter bitches, my twitter fame raising dawg #GETWITME"
False,brass monkey dat funky monkey http://t.co/NaDoF9QqDa
True,"brb, skipping out of a b-ball game with Obama to whoop @ThatAngryNigga's hoe ass."
True,breh it's a polygamist town in arizona if u wanna have bitches on deck move there
True,bruh YouTube a bitch ass nigga bruh on me bruh.
True,bunch of pussies
True,but I didnt get a write up thank god lol dumb white bitch
True,"but I'd rather be a free man in my grave
than living as a puppet or a slave
but above those shit options bitch
would be free alive and rich"
True,but at the same time she hates me so I don't wanna trust her bitch ass
True,"but i do know one thing though, bitches they come they go, Saturday through Sunday monday, monday through sunday yooooo #superman"
True,but shawty you not a bitch you the one I get money wid
True,butt chug 4lokos or nah
True,"byeeeee bitch, &#128540;"
True,call me bitch @GlitteredInPink
True,can bitches at least wait till it's their bday month to put that shit up? damm yall stingy
False,can my cat not kill birds and make a huge mes of feathers
False,can't decide if i should wear my yellow rain boots for the purposes of being all black &amp; yellow errrrything...
True,can't get over how many hoes i flexed on last night ://
True,cant fuck around wit young niggas cause they be acting like hoes
True,cant hate onna bitch getting paid for what she got
True,cant stand when a nicca pillow talk about you to a bitch
True,cant trust niggas when it come to bitches
True,car anxiety is a bitch.
True,"cause all my life I was told and taught I am not shit by you wack fucking giant sacks of lying dog shit, now you shut up bitch."
True,change the pussy into a fire hydrant &#128167;
False,chargers and raiders are both trash&#9889;&#65039;#boltupdoe
False,cheeky lol RT @_MELiSA_jay: I want those all black and yellow 95's again... ughh I &#9825; those
False,chicken spaghetti trash
True,chill bitch http://t.co/baxiffkD9w
True,chill zahra im getting crackers rn
True,choke that bitch
True,chris brown said these hoes wasnt loyal smh &#128514;
True,chubby hoes .....
False,"cleaned all the bird nests out of the downspouts and ready for more rain, the baby birds are out now. respect the birds.....and bees (:"
False,colored denim makes me puke
False,cookies and crackers aren't even on the same level!
False,coon RT @HumbleTeej: &lt;fills coffee up halfway&gt; &lt;uses 11 Irish cremes to fill other half&gt;
True,coons
True,coulda been trash talking that nigga cuz NIGGA GOT SPANKEDDD IN FANTASY
True,"countin all my hoes nigga, thats all i knows nigga"
False,"country boy, hick lyfe, white tee, rebel flag"
False,"cousin: why is there a bird on your screen
me: it's twitter
cousin: i poke you
me: that's facebook"
True,"crazy bitch, I like the way you ride this dick"
True,ctfuu bitch tried getting tough with me then ran inside to get her husband hahaha
True,"curiosity killed the cat, bitches gunna die out here just to see my head game"
True,cut that bitch off
False,"cut up porkchop, canned pinto beans, a small can of carrots, can of corn, celery, a potato. cayenne powder + crushed red pepper"
True,"dad isn't your name
faggots a little more fitting."
True,"damn @liltwist @diplo @LilTunechi &amp; @chrisbrown #fire ""flowers for the ladies &amp; dick for the hoes"" lol http://t.co/4XKUFnZc"
True,"damn I have nothing to tweet,nothing to complain or bitch about
): lol"
True,damn bitch lmao
False,damn lol RT @GlobalGrindNews: Janay Rice speaks on the domestic violence costume that mocks her marriage http://t.co/n6ucidNUuU
True,damn they gonna leave beth here long term. trash
True,damnnnn when u unfollow ah bitch after fucking wit dey nigga dat make y'all feel some kind of way&#128563;????
True,darf retarded lol
True,dat mean u ugly hoe if only getting fuck doggie style &#128553;&#128553;&#128514; #plies hot nigga http://t.co/VsOqnUoh5V
True,dats why u can't pass up on bitches cuz dey ah make it seems like u sweating dem....Man U knw dat man could've fuck u
False,dblite works like a charm in OpenWrt Arduino Yun with full test coverage. The gyp version would rarely made in there https://t.co/4JRj1Ezc1S
True,deadass wanted the sauce till shit got real then niggas wanna back up ooh iight then smh pussy
True,deal with you bitches when I feel like it
True,dealing with your bitch ass is so annoying
True,deans crying because she needs to pee peter keeps saying nigger
True,dear michele bachman... shut the fuck up you crazy bitch.
True,dear spoiled suburban bitch...
True,dem niggas ca have them white hoes.... I love my beautiful black sistas....
True,des hoes wishy washy &#128074;
True,dey selling liquor drinks in dis bitch too!! &#128514;&#128514;
True,did this bitch @ViVaLa_Ari really awake me from my slumber to help pick out her avatar tho
False,diet coke trash
True,"digging a hole is very satisfying, it's climbing out that's a bitch."
False,directions: let bird chill in sink for 30 minutesme: ok http://t.co/TxU9NMwQha
True,dis Morgan hoe in da middle of erything....
True,"dislike people who bitch about other people being in relationships 
dislike people who bitch about people being single"
True,do bitches still love sosa? lmfaoooooooooooo
True,do these bitches that tweet about taking adderall everyday think their hard or nah
True,do they even make dresses any more that have straps &amp; cover your ass? Some of us have no tits &amp; a big ass. I will settle for a trash bag
True,do you think all the rice fags are at McDonald's?
False,dodgerofzion asked: A giant green rooster walks in carrying a tray of brownies. You may have a brownie in... http://t.co/Rn0sWWuIq9
True,don't be on that ho shit
True,don't be surprised when I'm a bitch to you because you're always a dick towards me
True,don't bitch about my attitude because you're the reason I have one
True,"don't even entertain these hoes, got somebody too important."
True,"don't follow me and unfollow me, you are retarded"
True,"don't get it twisted, it's my shit. Bow down bitches."
True,don't give ah fuck about ah bitch or ah nigga!!!
True,"don't look at me like I've got a banana in my hand, you fucking monkey."
True,don't try to be nice to me after you were being a bitch
True,done everything but trust these hoes
True,"done with all the riff raff, bitchin with your bitch assss"
True,donkey son of a bitch mother fucker
True,dont acknowledge these hoes.
True,dont call me a nigguh unless u call me my nigguh
False,dont make direct eye contact with anything..birds cats nothing lol RT @EVBY_HATES_ASH: I'm going out west to bu (...) http://t.co/oVpwk9I3
True,"dont trust a hoe
never trust a hoe"
True,dope in the bag pretty bitch on the side
True,"dope in the bag, pretty bitch on the side
I sell dope in the back,if you tryna get high #ty"
True,drake needs to make up his mind. Be a rapper or a bitch? haha
True,draymond green a bitch ass nigga bruh
True,drop it a day early fuck niggas need to hear it now &#8220;@YoungGizzle_: #ED1 was so hard &#128293;but that's trash compared to #ED2&#8221;
True,dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;
True,eagles are fucking cunts http://t.co/nK2CO0snNv
False,egg nog taste like what bird doodoo look like
False,eggnog trash
False,"eharmony just informed me that my soulmate is an 02 Sea Doo with a trash bag of Whataburger taquitos bungeed on top. Thx, Dr. Neil Warren."
True,eli manning looks like a idiot when he's talking to the guys on the sideline with his hands up . like retarded af
True,emers a bitch
True,errybody in dis bitch getting tips (whispers) errybody in dis bitch getting tipsy
False,escort missions in games are universally trash
True,especially since Rick and Andrea are banging each other in the comics but the bitch died already
False,"even nature looks awesome when colored in #663399Becca

http://t.co/8B0fTjGost"
True,even tho i killed a pussy nigga i hope he go to heaven -Young Thug &#128519;
True,even though my baby is an invisible non existent bitch
True,every lady ain't no hoe but every lady sure ain't no queen
True,every time I ask for something the waitress touches my knee till I'm done asking. That mean she tryna give a nigga some pussy don't it.
True,"every time i say i don't like someone, boxer, rapper, etc., everyone bitches their fucking heads off as if it changes my opinion. relax. no."
True,"every time i try to quit smoking, some dumb bitch always gotta be fucking annoying and try my patience lmfao"
True,every time this bitch makes a status about guys she texts me like whatttt loll
True,"everybody fuckin everybody bitch everybody wit the shits, thats lifee"
True,everybody gettin sick I feel like supa man in dis bitch
True,everybody stay yelling its pregant season nooooooooo bitch its my nigga dont wanna were a rubber pussy to good season tf
True,everybody talking bout hoes fighting I'm lurking on some money&#128181;&#128179;&#128175;
True,"everybody's favorite phrase to try and end an argument
""You do you and I do me"" 
lmao faggots"
True,everyone report @uncr4fted for being a huge faggot
True,everyone thinks of you as a hoe so idk why you're trying to talk &#128514;&#128514;
True,eww I hate how bitches dress sometimes
False,f u tumblr bc my blog is black &amp; white but there's so many great colored things I could reblog fml
True,faggot http://t.co/tkPokv3ncd
True,faggot time HE CIRCLED THE BLOCK FOR 3 HOURS
True,faggots http://t.co/DMKbGhai1z
True,fags god damn
True,fat bitches fat bitches heeeey
True,fat dykes make me want to vomit
True,fat white bitch an a skinny po' black nigga......yeah im in Metairie fa sho....
True,favoriting a bitch pic is flirting nowadays
True,feel like im at home when im in dis bitch
False,feelin all warm and fuzzy inside...
True,"first thing to do during the zombie outbreak:

sell my hoe"
True,"first thing to do when i wake up:

sell my hoe"
True,"first thing to do when you meet a famous star:

sell my hoe"
True,flappy bird makes me want to smash my fuckin screen
True,"for the insecure girl, ya name i won't mention. on instagram straight flciking, bitch you nipple slip away from stripping."
True,foreign bad bitch n she said her name trinaaa trap house look like it got hit by hurricane katrinaaaa
True,foreign iphone imma call a goth hoe http://t.co/0IEX8q4WMl
True,french montana gotta give that kardashian bitch 2 mil cuz of a divorce i'll never marry none u bitches
True,from conversation at that... &#8220;@Blakcocaine_ These hoes be falling too easy. &#128554;&#8221;
True,fuck ah bitch all I think about Is commas!!!
True,fuck deeeez bitches
True,fuck her rite in the pussy
True,"fuck ray rice ,someone crack that bitch"
True,fuck this fat mexican bitch.
True,fuck twitter i aint getting on this bitch no more &#9996;&#65039;&#128545;&#128299;
True,fuck u bitch &#8212; fuck u bitch http://t.co/oZPs1ZHObc
True,fuck your an bitch
True,fuckin twats. &#128150;&#127800; http://t.co/tBQjheV08b
True,fucking CHRIST i hate tutors and TAs. you literally get paid to teach retards to stop picking their nose. GET THE FUCK OUTTA MY FACE
True,fucking hot boots. Who doesnt love a boot boy. Lick those soles clean. http://t.co/tHnVlldUt8
True,fucking queer
True,fuk you u stupid twat fuk upd dik suker and wipe that cum off ur lip
False,fuzzy socks are the actual life
True,gay ass fags http://t.co/eqn4gvW42V
True,geekylesbianscientists: theblairbetch: douglasrichardsonships: kayla-bird: okay but consider this though:... http://t.co/zAHyXtaVvo
True,get on my level bitch im careful who I kick it wit
True,get over it pussies
True,getting every dolla out this bitch
True,"girl acting like I'm staring at her
bitch I just can't laugh at your joke?
ain't worth staring at anyways"
True,girls will hoe just as the sun will shine
True,"give her dope dick now she a fuckin addict hoe, u a fool if u thought a nigga neva had it yo"
True,"give them bitches good head, i can assure you they will be back ^_^ ; )"
True,givenchy my toes and my bros and my hoes
True,glad to know you were just a hoe looking for all the attention #GladYoureGone
False,"glenladen got life flight to osu and they are saving him, don't mess with the birds #RESPECT"
True,go get left in a hot car and die bitch
True,god i cant fucking stand waiters who bitch about people not tipping. GET A REAL FUCKING JOB
True,"gonna get a tattoo of a teardrop on my dick
cause i murdered that pussy"
True,gonna have them pussies mix up some concrete today. teach them to pose like me. I am a badass motherfucker. and I will let you be too (:
True,good dick tattoos bitches like dat... talk to dem any kind of way the bitches like dat...
True,goodnight you stuck up twats for not laughing at my tweets
True,got a bitch so bad you can't afford to fuck
True,"got a death wish against like 675 cunts, I'm just no a happy man #fuckittt"
True,got ah tight schedule... fuck ur bitch just met her!!!
True,got cramps bitches? #smokeweed #teamloudpack
True,got like 4 hoes in my low pro
True,got my bitch in her whip coming to pick me up
True,got these bad bitches waiting on me
True,got to the club early just to get in free and wait for hoes to show up
True,got your hoe on the scroll
True,gotta 9 for the bitches outta line
True,gotta clear ya throat of all that pussy eh... RT @johnlacarbiere: My voice is the deepest in the morning
True,gotta remind myself to put da phone down sometimes cuz I get sidetracked when I see all these bad bitches n den get mad cuz I cant meet em
True,"gotta tip for the monogamous niggas, yo bitch fuckin' anonymous nigga."
False,"graham crackers with marshmallows, the little marshmallows and little chocolate bars and we can make s'mores, man."
True,greatwhiteprivilege: straight people are like &#8220;can we all just be nice to each other&#8221; and queer people are... http://t.co/MiKfbLNZII
False,"green beans, summer yellow squash, zucchini, cucumber I will set some more out by the road today its free."
True,"grew up in this shit stuck wit da shit, u too pussy to fuck wit dis shit but im in love wit dis shit"
False,guess I will mess with it later! not sure what else to do! maybe trash it! lol!!! not yet maybe after I when the lottery!
False,guess rubes doesn't want to go on a date with me &#128532;
True,guy complains to me: #gays are over-sensitive... my response: and look at you complaining like little pussy. waahh waahh #hypocrite
True,"guys that cheat on their girlfriend are trash. 
the girls that know he has a girlfriend are also trash."
True,ha fucking twat. go cry about mommy some more
True,hahaha damn dirtyyyy hoes
True,hahaha dumb bitch
True,hahaha good luck with that one bitch
True,hahaha my girl just popped on a bitch like a Molly haha
True,hahaha this dude on my timeline says bitch in EVERY tweet.hahaha I'm rollin at some of them lol
True,happy birthday my nigguh @Dee_gotnoHOES
True,happy birthday to @KTo40 love ya bitch&#128149;&#127881; we were cute back in 2012 and we still are http://t.co/CGT4FKr2yx
True,"happy birthday to my main bitch, my ride or die, my girlfriend&#128149; love you so much @rosestokoe http://t.co/wuWByu2oYJ"
True,happy birthday to the funniest bitch I know @RealerThanPlies &#128536;&#128536;&#128536;
True,"happy bro, happy ho: ""Happy husband key to marriage? U of C study thinks so"" | http://t.co/KkNd87Mv4b http://t.co/kag0xFDd1S"
True,happy halloween bitches http://t.co/AIXvaTJqxu
True,harm this pussy instead RT @ABC7: missing 26-yr-old USC medical student last seen Tuesday May harm himself http://t.co/evU04p6SUR
True,"has anyone noticed that aliens have flaws too, some of those retards have crash landed on earth? means they dont know how to drive"
True,"hate when hoes caption shit ""who is she"" lol shit is hella cheesy"
True,"hate when you point out truths to people, and they flip the script like you're in the wrong, bitch what ?"
False,having a blast yesterday...she even had me on the monkey bars tryna kill myself lol! http://t.co/31g1KM56
True,having one of those days where a pimp wants to unfollow every bitch in a 30 mile radius on IG that won't let me beat
True,"he had a song called ""Hit u from the back"" with the iconic lines ""There they go! a big ole pack of pretty bitches..."""
True,he not gay? no he just fuck with busted basic bitches lol
True,he said it's a black bitch &#128561;&#128552;&#128533;
True,he was actually crying bitch &#128514;
False,he's making fun of me cause I'm worried about the bird and he saying he's not surprised because I don't like splitting poles lol ugh jerk
True,heard ya got a man hoe hope he understand tho
True,hell would freeze over before I ever let any bitch kick me in the fuckin face
True,hell yeah I'm being a pussy cat today.. don't forget a sexy one
True,henny cups on all that ice bitch i'm froze up
True,"her ""friends"" said I was shallow, conceited and controlling. I grabbed her wrist and said ""never talk to those fat jealous bitches again!"""
True,her ass mann bro i can sit on her shit l&#128514;&#128514;&#128514; she walk by like i wasnt gone grab it bitch bye &#9996;&#65039;
True,her fuckin jaw unhinged she is eating this bitch whole fuCK THIS SHIT
True,"her pussy like me, her heart like fuck it."
True,"hey im not bragging but im like the best at haggling, you know I got that cash, capitalism, ho! #receatter #indiegamepickuplines"
True,"hey new followers *waving* welcome ion be talking bout shyt tho, just retarded ass thoughts that pop up in my head"
True,hey shawnda.. I'm rich bitch!!
True,"hi, i am neither dumb, nor a bitch. im pretty smart and am one of the most genuinely nice people i've ever met."
False,hillbilly bone-bo-bone-bo-bone bone
True,"hit that bitch with a reality check. 
bitches love reality checks."
True,hit the strip club and see some bitches I went to school with......
True,hoe ass nigga &#128569;
True,hoe w the chanel backpack...... please.....
True,hoes ain't shit when it comes to ah loyal woman!!!
True,hoes are always putting your self in a nigga situation y'all not going to be satisfied till you get your ass beat by a nigga.
True,hoes even stupider
True,hoes get beat 2... n if any nigga knw me dey ah tell u I stay wit ah pistol n always ready to squeeze
True,hoes get mad when they think you forget them
True,hoes in my iPhone...
True,"hoes like when you honest, they say it's different."
True,hoes need to stay in hoes place fr
True,hoes pick me like dandelions #PickMe
True,hoes thinkin 2014 turns them into born again virgins.
True,hold on bitch im about to pray then after that imma grab the bible
True,"hollywood, if you really want to break my heart make a movie about a handsome retarded man who is good at flash and has a mean girlfriend."
True,holy fuck yall are little bitches. its like 50 in san antonio stfu
True,holy shit i am just getting dunked on by a cripple this is unreal
True,"honestly, I just do it for the bitch mob"
True,hope gezus gets shot in his faggot head #houston #nbombs
True,hope this bitch is prepared for the aftermath of what she did
True,hot nigga is just as big as I don't like was. bobby bitch nice too RT @BLASTography: @WaymoTheGod he won't tho
False,how ah yardie reach wyoming?? (live at http://t.co/8N9mI46CBU)
True,how many fingers does a bitch gotta break so mother fuckers will stop taking my god damn lighters
True,how many of U hoes bad ass little kids dont their medication and cut up in school every week?
False,"how much you wanna bet that a anti-government ""black helicopter"" teabagger was behind the Boston Marathon explosions? @TwitchyTeam #p2 #tcot"
True,how the fuck do all these fucking faggot ass randos even find zoe's ask account????
True,how you insecure but a hoe? TF
True,how you settin' trends when you're rappin about wearing the same shit everyone else is wearin and rappin about? This mixtape is trash yo
True,"http://t.co/4YyVxESnUR

The far left looks the best if you ask me, bitches try too hard. Just be yourself, especially if you're thick"
True,http://t.co/74uLxaf &lt;--this bitch @vewxyz
True,"http://t.co/AFR2NSpcpI. If those asshats at CAIR called ME an islamophobe I would say ""guilty fuck you... Pass the bacon bitch""&#128518; #tcot"
True,http://t.co/ARKGfY02pT&#8221;girl cheeks gone be cold than a bitch
True,http://t.co/bPU86qzYFt Arial Rose &#8211; Athletic Asian babe plays with her pussy after&#160;exercising http://t.co/n3DnrsI352
True,http://t.co/bPU86qzYFt Avery &#8211; Adorable and petite red haired teen plays with her shaved&#160;pussy http://t.co/Pbu9NlxaNP
True,http://t.co/bPU86qzYFt Cassie Laine &#8211; Brunette slips off her lingerie and massages her wet pussy with&#160;oil http://t.co/rMqKLh1AeZ
True,http://t.co/bPU86qzYFt Crystal Star &#8211; Leggy and playful babe Crystal Star spreads her pussy for&#160;you http://t.co/lFKqRC0zXn
True,http://t.co/bPU86qzYFt Evilyn Fierce &#8211; Naughty girl next door pummels her pussy with a purple&#160;toy http://t.co/EtBMz8EzAO
True,http://t.co/bPU86qzYFt Ioana &#8211; Tiny teen Ioana fucks her tender pussy with a&#160;vibrator http://t.co/bRzLCfy7xE
True,http://t.co/bPU86qzYFt Kleopatra &#8211; Ivory skinned Nubile Kleopatra fingers her shaved&#160;pussy http://t.co/v6ibGUTMWQ
True,http://t.co/bPU86qzYFt Lilith Lee &#8211; Hot blonde teen fucks her tender pussy with a&#160;dildo http://t.co/FpU2FAy9CO
True,http://t.co/bPU86qzYFt Lola Foxx &#8211; Nubile co-ed shows off her pink pussy while she fondles&#160;herself http://t.co/9QJPbdyzTY
True,http://t.co/bPU86qzYFt Lola Foxx &#8211; Steaming hot Nubile Lola Foxx shoves her dildo deep into her wet&#160;pussy http://t.co/br1Mjkk8dz
False,"http://t.co/wsIMDNbBJr now works on fancy telephones, so I am told. I have a clam phone that I call Mr. Clam that only ""texts"" and ""phones""."
True,https://t.co/jtLZErgxI0 Leo get the fuck off of vine you fag
True,hungrier then a ho
True,hurt ass how ah whole nigga hate on a bitch ???? tf
True,i aint worried about a nigga takin my bitch.
True,"i am one of those people who needs reassurance so damn often, that i'm not the ugliest bitch in the world."
True,i been fucked that hoe she a nobody
True,i bet yo bitch try n slide once i let my hair down
True,"i can be a sweetheart honestly, but being a bitch is my specialty"
True,"i dont shit talk, i chip talk, dese niggaz jus bitch talk, dese niggaz jus chik stalk, naw i aint got no chik... http://t.co/x6yLjemN"
False,i dont think women should wear flesh tone colored pants... lol
True,"i find it funny when fags write ""looking for bf"" on a grindr ap. LOL thats a fucking ap dumbass."
False,i get what that girls point seems to be but colored people died during the holocaust and 9/11. ((if that's a picture of the holocaust idk))
True,i got 3 in a 24 ounce bitch
True,"i got some retarded ass friends, but i love em tho they make my life nicer."
True,"i got, 300 bitches like I'm Sosa hoe.. my jewelery shinin like some mop and glo"
True,i gotta team of hoes like pat summit..
True,i hate ah dirty house!!! foul living bitches
True,i hate hoes.
True,i hate my manager so much she makes me wanna throw silverware at her stupid bitch ass
True,"i hate the whole, slut, hoe, ""thot"" talk lol given what i'm sure people's personal inboxes and late nights look like"
True,i have to be the taller older bitch
True,i havnt fought a bitch ina minute. .cant wait.
True,i head butted a bitch in the club. Lmao she tried to play it off. Bitch i know your head hurts!
True,i just fell in love with a bitch with a stupid bootyyyyyy &#128553;&#128553;&#128553;&#128553;&#128540;&#128540;&#128540;&#128540;&#128525;&#128525;&#128525;&#128525;&#128536;&#128536;
True,i just realized me and @DirkAlisic have been talking shit to each other nonstop for the past 48 hours. stop texting me bitch.
True,i like chillin' with yo bitch I like fuckin' her
True,"i listened to dedication 4 about three times exactly, any more than that gon make you a pussy eater #subsciously"
True,i love bad bitches thats my fucking problem
True,"i love how when it was airing everyone loved kill la kill but i was like ""no its fucking trash"" and now everyone who loved it hates it"
False,i made sweet &amp; SPICY drunken noodles with handmade and handcut ho fun noodles with marinated chicken/shrimp. my back is hurting.
True,i might need to get some hoes
True,i need one of these around the world twitter bitches cause these local facebook hoes aint cuttin it lol
True,i need some claritin clear in this bitch
True,i need to go to the mexican flea market and grab some fake gucci sandals so i can stunt on you hoes
True,"i never knew a mother so heartless and such a bitch, if it were my mother she would have been popped on foh"
True,i pop dontae already &amp; i got bitch for dah Big 30 yaknow&#128553;&#128588;&#128176;&#127922;
True,i ran out &#128553; RT @sadonna_rae: This hoe just texted me asking to borrow a roll of tissue until tomorrow &#128555;&#128555;&#128557;&#128557;&#128557;
True,i really hate when hungry bitches put dick between friends. i swear yall should get beat the fuck up. ill show you friends.
True,i really want an xbone now and if you said i would say this a week ago i would call you a super retard
False,i reblogged them to mock her god bless
False,i saved a bird yesterday.
True,"i seen a nigga dressed to impress, hop out da bus n a bitch wit a phatty, get off at his stop too. Say somethin...GOD THROWIN U DA LOB"
True,i still don't understand why bitches at my high shool would put on false eyelashes every fucking day
False,i think i need to watch dawn of the planet of the apes now...
True,i think if my girlfriend were to get locked up shed be the first one raped. #pussy
True,i think im addicted to naked pictures an sittin talkin bout bitches we almost had
False,i thought garbage men were supposed to bring trash to the dump but they wouldn't take me ha ha ha. self depreciation ftw.
False,i wanna go to the ghetto club tonight.
True,i want a dyke clique
True,i was emo ok emosquad2k10 get on my level bitch
True,i was enjoying nicki minaj's song anaconda until she said fuck skinny bitches. lol nah bitch fuck you
True,i was gone for 2 days don't her bitch ass miSS ME
True,i was lit den a bitch last night
True,"i was never mean to you after we broke up ,you keep making me seem like an ass. i never went off to party and fuck bitches"
False,i was pulling for the #redskins in that one
False,i was such a teacher's pet in elementary school. like i brought them cookies and brownies and gave them hugs. im ashamed
True,i wish i was lesbian so i wouldn't have to deal with bitch boys but mostly bc girls are rlly hot
True,i wonder why girls can call eachotha bitches they cool with it but when a nigga call dem one mfas all out they Body #DONTGETIT
True,i wont get catfished anymore tho bc im no longer trying to stick myy pp into Twitter hoes
True,i wouldnt for michaelangelo RT @DerekIsNormal: YAAAAAAASSS!!! RT @TheYelloNegro: These hoes out of control https://t.co/t4waR9G8cT
True,"i'd go to jamaica n attend those wild dancehall events, to jus five star frog splash a bitch off a tree n get on #WSHH"
True,i'd rather sit alone than fuck w/ iffy bitches.
True,i'm also looking to hire full time bitches
True,"i'm sorry but if you don't eat seafood solely by the fact that it's from the ocean, you are seriously an unrespectable pussy."
True,"i'm sorry i called you a gap-toothed bitch, its not your fault you're so gap-toothed"
True,i'ont neva chase hoes they move to slow i let em chase me
False,iMessage so trash
False,iOS 8 autocorrect is trash RT @No_Can_Do__: My phone be capitalizing the dumbest things!
True,"id look real retarded trynna hi 5 myself , so ill just do it in my head"
True,idgaf bout no basic bitch
True,"idk what planet this bitch works on but on planet earth, following my supervisors instructions does not mean im ""being resistant"""
True,idk y'all ppl that go/went to A&amp;T ackin like y'all shocked about 70 bodies.. it was some first class hos at T that I knew personally
True,"if a bitch don't like me, somethin' wrong wit da bitch"
True,if a bitch would everrrrrrr
True,if a girl a hoe but she aint stealing anyones man then stfu
True,if ah nigga beefing wit u dey gon try to fuck ur bitch just to kill u slower....
True,if anyone reviews a 5 game loan player you are a cunt shouldnt be doing 5 game reviews especially at the start of FIFA
True,"if bitches wanna nigga, get off the couch and go fine one&#128129;"
True,"if dey go to linch together, she gon eat that pussy befo they come back...."
False,if i were to die and be resurrected as an animal id be a howler monkey
False,"if ice jj fish gets all these looks , who really trash me or him"
True,"if its 64 dont eem try me. &#8220;@LeanandCuisine: Nigga that talk the most trash in smash bros be the shittiest, these are facts&#8221;"
True,if ive ever been a faggot to you let me know and ill change :)
True,"if someone thinks you have hoes, they just saying that cause either they wanna be one or be the only one"
True,if u dolled up I got the voodoo 4 u bitches
False,if u don't buy the box of colored goldfish you r a racist tbh
False,if u eat fried eggs and leave the yolk entirely yellow ur a disgrace and also nasty
True,if u get mad or in ur feelings bout Zoe's vs Yanks tweets then twitter ain't for u!!! I be rolling at this shit tho&#128553;
True,if u gon be wit ur bae even if he or she cheat just shut the fuck up and take the dick or pussy... after all ain't nothing better then love
True,if uckin love freebees like pom I'm so duck to have here in hm life
False,if ur girl watch Snapped in front of u she trying to spook u!!!
True,"if yo girl doesnt swallow kids, that bitch basic!"
True,"if you can fuck my bitch, cause nigga i'm the shit I'll salute ya"
True,"if you delete tweets over one hour after you tweet them, you are a gigantic pussy"
True,"if you have that lil pussy stomach pouch thingy, don't wear no tight clothes. shit is unattractive.&#128567;"
True,if you're into unlocking badges/stickers online you should have to wear them around in real life so the rest of us know what a cunt you are.
True,"if you're only way of trying to make me feel bad is by calling me a fat bitch, whore, etc. then you should rethink your life."
True,if your trying out for Non-contact hockey dont call anyone else a pussy
True,if youre not cheering for mexico youre a little bitch
True,iggy wanna be black so bad. ur a white widow hoe
True,ik I look good and all but dam bitches stop making it obv your staring at me loll
True,ill call you bitch for short as a last resort and my first resort
True,im a dope ass nigga and these bitches hella sober
True,im a fat bitch http://t.co/p8hvKhRH2n
True,im a hoe for forgetting my umbrella
False,im genuinely getting mad at this children's video game about mickey mouse and darkness and big keys
True,im gonna hold this bitch to his word
True,im watching you're next and this bitch just tried running outside and got her neck sliced
False,im wearing a sweater and it's ike 80 degrees in my house
True,im weeaboo trash
True,"ima beast dese niggas food so ima jus eat dat, if dat pussy bad big poppa gon beat dat"
True,ima boss ass bitch bitch bitch
True,ima groovy type nigguh
True,ima knock da pussy out like fight night
True,"imagine if white people said ""my honkey"" instead of ""my nigga"" lol"
True,"imma hit the ground work in the pussy 

she gone come back everytime"
True,"imma tall dread head wit a fat face

bitch do better"
True,in fucking mexico bitches
True,"in order too want a real nigga , you gotta be a real bitch &#128175;&#128076;&#128079;"
True,in real life and online I follow that. sorry folks but just cause I look like a border hopper don't mean I am one. born and raised here
